,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
285,e,2,3,4,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,3,1
286,e,0,3,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,3
287,e,0,3,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,1
288,e,5,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,1,4
289,e,2,0,3,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,1,5
290,e,5,0,3,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,2,1,5
291,e,0,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
292,e,5,2,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
293,e,0,3,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,1
294,e,5,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,3
295,e,0,2,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
296,e,5,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,3
297,e,5,0,3,0,5,1,1,1,7,0,3,0,0,7,7,0,2,1,0,2,3,1
298,e,2,2,9,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
299,p,5,3,8,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,2,3,1
300,e,5,0,8,0,5,1,1,1,4,0,3,0,2,7,7,0,2,1,0,2,6,1
301,e,0,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,1
302,e,5,2,9,1,3,1,1,0,10,0,1,2,2,7,7,0,2,1,4,3,2,0
303,e,0,3,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
304,e,5,3,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,1
305,e,5,0,4,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,3,1,0
306,e,0,3,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
307,e,5,2,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
308,e,2,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,1,1
309,e,5,0,8,0,5,1,1,1,5,0,3,2,2,7,7,0,2,1,0,3,3,1
310,e,5,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,1
311,p,5,3,8,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,1
312,e,5,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
313,e,5,0,8,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
314,e,0,2,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,1
315,p,5,3,8,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,2,5
316,e,5,2,9,1,0,1,1,0,10,0,1,2,2,7,7,0,2,1,4,3,2,0
317,e,5,3,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,3
318,e,5,0,8,1,3,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
319,e,2,2,8,1,3,1,1,0,10,0,1,2,2,7,7,0,2,1,4,3,2,0
320,e,5,3,9,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
321,e,2,0,9,1,0,1,1,0,10,0,1,2,2,7,7,0,2,1,4,6,2,0
322,e,5,2,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,1
323,e,0,3,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
324,e,5,3,4,1,3,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,3,4
325,e,0,3,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,1
326,e,5,2,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,3,3
327,p,5,3,4,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,5
328,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,1
329,e,0,3,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
330,p,5,3,4,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,2,2,5
331,e,0,2,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
332,e,0,3,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,3
333,e,0,3,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
334,e,5,3,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,1
335,e,5,0,4,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,1,0
336,e,5,3,4,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,1,1
337,e,0,2,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,3,1
338,e,5,0,3,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,3,2,5
339,e,5,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,1,1
340,e,5,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,1
341,e,0,3,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,4,1
342,e,5,2,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,3
343,e,2,0,9,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
344,e,0,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,1
345,e,5,0,4,0,5,1,1,1,5,0,3,2,0,7,7,0,2,1,0,3,6,1
346,e,5,0,9,1,3,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
347,e,5,2,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,3
348,e,2,2,3,0,5,1,1,1,5,0,3,2,0,7,7,0,2,1,0,2,3,1
349,e,5,0,4,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,3,1,5
350,e,2,2,3,0,5,1,1,1,3,0,3,0,0,7,7,0,2,1,0,3,6,1
351,e,2,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,3,4
352,e,0,3,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,1
353,e,0,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,3
354,e,5,3,9,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,3,4
355,e,4,0,3,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,3,2,5
356,e,2,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,1,4
357,p,5,3,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,3,5
358,e,5,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,1,4
359,e,5,3,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,1
360,e,5,0,4,0,5,1,1,1,3,0,3,2,0,7,7,0,2,1,0,3,3,1
361,e,5,0,4,0,5,1,1,1,7,0,3,0,0,7,7,0,2,1,0,2,6,1
362,e,2,2,4,0,5,1,1,1,4,0,3,0,2,7,7,0,2,1,0,2,6,1
363,e,2,3,4,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,3,4
364,e,5,2,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,1
365,e,2,0,4,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,2,2,5
366,e,5,3,9,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,3,4
367,e,5,0,9,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,6,2,0
368,e,0,3,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,1
369,e,5,0,3,0,5,1,1,1,5,0,3,2,2,7,7,0,2,1,0,2,3,1
370,e,5,3,9,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,3,1
371,e,2,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,1,1
372,e,5,2,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
373,e,4,0,4,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,1,5
374,e,5,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,3
375,e,0,2,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,4,1
376,e,4,0,4,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,1,5
377,e,0,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,3
378,e,5,3,9,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,1
379,e,0,3,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,1
380,p,5,3,4,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,2,3,5
381,e,5,2,8,0,5,1,1,1,4,0,3,0,2,7,7,0,2,1,0,3,3,1
382,e,5,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
383,e,0,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,1
384,e,5,0,4,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,3,1,0
385,p,5,2,4,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,3,3,5
386,e,5,3,4,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,1,4
387,e,5,2,4,0,5,1,1,1,5,0,3,2,2,7,7,0,2,1,0,2,6,1
388,e,0,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,4,3
389,e,5,2,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,3
390,e,0,2,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,3,3
391,e,5,2,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,3
392,e,0,3,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,1
393,e,5,0,3,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,3,2,5
394,e,2,3,4,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,3,1
395,e,5,0,3,0,5,1,1,1,3,0,3,0,0,7,7,0,2,1,0,3,6,1
396,e,5,2,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,3
397,e,5,3,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
398,e,5,0,3,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,2,2,5
399,p,5,2,4,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,3,5
400,e,0,3,8,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,1
401,e,0,3,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,4,3
402,p,5,3,4,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,2,5
403,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
404,e,5,2,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
405,e,5,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
406,e,0,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,1
407,e,5,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,3
408,e,5,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,1
409,e,5,3,4,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,1,4
410,e,5,2,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
411,e,5,2,4,0,5,1,1,1,5,0,3,0,0,7,7,0,2,1,0,2,3,1
412,e,5,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,3,4
413,e,5,3,9,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,1,1
414,p,5,3,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,2,1
415,e,0,3,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,1
416,e,5,0,8,1,3,1,1,0,7,0,1,2,2,7,7,0,2,1,4,6,2,0
417,p,5,2,4,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,2,3,5
418,e,5,3,9,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,1
419,e,2,0,3,0,5,1,1,1,3,0,3,0,0,7,7,0,2,1,0,3,6,1
420,e,5,3,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
421,e,0,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
422,p,5,3,4,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,3,5
423,e,2,3,4,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,3,1
424,e,5,2,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,3
425,e,5,2,8,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
426,e,2,3,4,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,1,4
427,e,0,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,3
428,e,5,2,8,0,5,1,1,1,7,0,3,0,0,7,7,0,2,1,0,2,6,1
429,e,2,0,3,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,5
430,e,5,3,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,1
431,e,5,3,9,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,1,1
432,e,0,2,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,1
433,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,1
434,e,2,2,8,1,3,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
435,e,0,2,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
436,e,5,0,9,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,6,2,0
437,e,5,3,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
438,e,0,3,9,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,3
439,e,5,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,1,4
440,e,5,3,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
441,e,5,3,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,3
442,e,5,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,1,4
443,e,5,3,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,4,3
444,e,5,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
445,e,5,3,4,1,3,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,3,1
446,e,5,2,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,4,1
447,e,2,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,3,1
448,e,0,2,8,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
449,e,5,0,4,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,3,1,0
450,e,5,3,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
451,e,0,2,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
452,e,0,2,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,3
453,e,5,0,9,1,3,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
454,e,0,2,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
455,e,5,2,3,0,5,1,1,1,3,0,3,2,0,7,7,0,2,1,0,2,6,1
456,e,0,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,1
457,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
458,e,2,3,9,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,1,4
459,e,2,3,4,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,1,4
460,e,5,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
461,e,2,3,9,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,3,1
462,e,0,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,1
463,e,5,3,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,3
464,e,5,0,4,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,2,5
465,e,2,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,1,1
466,e,5,2,8,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,3
467,e,5,2,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
468,e,0,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
469,e,2,3,9,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,3,4
470,e,5,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
471,e,5,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
472,e,2,0,8,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,6,2,0
473,e,4,0,3,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,1,5
474,e,2,2,9,1,3,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
475,e,2,0,3,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,1,5
476,e,5,0,4,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,1,5
477,e,0,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,1
478,e,5,2,8,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
479,e,0,3,9,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
480,e,0,3,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,3
481,e,0,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,3,1
482,e,2,2,8,1,3,1,1,0,7,0,1,2,2,7,7,0,2,1,4,6,2,0
483,e,2,0,3,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,2,1,5
484,e,2,2,8,1,0,1,1,0,10,0,1,2,2,7,7,0,2,1,4,3,2,0
485,e,2,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,1,1
486,e,5,3,8,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
487,e,4,0,4,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,1,5
488,e,5,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,3,4
489,e,5,3,4,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,3,4
490,e,2,0,9,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,6,2,0
491,p,2,2,4,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,3,1
492,p,5,2,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,3,2,5
493,e,2,3,4,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,3,4
494,e,5,3,9,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,3,1
495,e,0,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,3
496,e,2,0,8,0,5,1,1,1,3,0,3,0,2,7,7,0,2,1,0,3,6,1
497,e,2,3,4,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,3,1
498,e,5,3,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,3,3,1
499,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
500,e,5,2,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,4,1
501,e,0,3,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,1
502,e,5,2,8,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,2,4,3
503,e,0,2,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
504,e,0,3,9,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,1
505,p,5,2,4,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,1
506,e,5,2,3,0,5,1,1,1,7,0,3,2,2,7,7,0,2,1,0,3,3,1
507,e,2,2,4,0,5,1,1,1,7,0,3,0,2,7,7,0,2,1,0,3,6,1
508,e,5,0,8,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
509,e,2,0,3,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,2,5
510,e,2,0,4,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,3,1,5
511,e,0,3,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,1
512,e,5,0,8,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,6,2,0
513,e,4,0,3,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,5
514,e,5,0,4,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,3,2,5
515,e,5,0,8,0,5,1,1,1,3,0,3,0,2,7,7,0,2,1,0,3,6,1
516,e,5,3,4,1,3,1,0,1,5,1,4,2,3,7,7,0,2,1,4,2,1,4
517,e,0,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,1
518,e,5,3,8,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,1
519,e,5,3,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,4,1
520,e,5,2,8,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
521,e,0,2,8,1,3,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
522,e,2,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,3,1,4
523,p,5,2,4,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,3,5
524,e,2,0,3,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,2,1,5
525,e,0,2,9,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,1
526,e,2,3,4,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,3,4
527,e,5,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,3,3,3
528,e,5,0,4,0,5,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,1,5
529,e,2,3,9,1,0,1,0,1,10,1,4,2,3,7,7,0,2,1,4,3,1,4
530,e,5,3,4,1,0,1,0,1,5,1,4,2,3,7,7,0,2,1,4,3,1,4
531,e,5,2,8,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,1
532,p,5,3,8,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,2,3,1
533,e,2,3,4,1,3,1,0,1,10,1,4,2,3,7,7,0,2,1,4,2,1,4
534,p,2,2,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,3,1
535,e,5,0,8,0,5,1,1,1,4,0,3,0,2,7,7,0,2,1,0,2,3,1
536,e,0,3,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,3
537,e,4,0,4,0,5,1,0,0,7,1,3,2,2,7,7,0,2,1,4,2,2,5
538,e,5,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,3
539,e,2,2,8,1,0,1,1,0,7,0,1,2,2,7,7,0,2,1,4,6,2,0
540,e,5,2,9,1,0,1,0,1,5,1,2,2,2,7,7,0,2,1,4,2,3,3
541,e,2,0,3,0,5,1,1,1,7,0,3,2,0,7,7,0,2,1,0,2,3,1
542,p,5,3,8,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,3,1
543,e,5,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,3,1
544,e,2,0,4,0,5,1,1,1,5,0,3,2,2,7,7,0,2,1,0,2,6,1
545,e,5,2,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,3,3
546,e,0,3,9,1,3,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,3
547,e,2,0,3,0,5,1,0,0,2,1,3,2,2,7,7,0,2,1,4,3,2,5
548,e,5,0,9,1,3,1,1,0,7,0,1,2,2,7,7,0,2,1,4,6,2,0
549,e,5,2,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
550,e,2,0,4,0,5,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,1,5
551,e,5,0,3,0,5,1,1,1,3,0,3,0,2,7,7,0,2,1,0,3,3,1
552,e,5,3,9,1,3,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,3,4
553,e,2,2,8,1,3,1,1,0,7,0,1,2,2,7,7,0,2,1,4,3,2,0
554,e,5,2,9,1,3,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,3,1
555,e,2,3,9,1,0,1,0,1,7,1,4,2,3,7,7,0,2,1,4,2,1,4
556,p,5,3,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,2,5
557,e,5,0,8,1,3,1,1,0,10,0,1,2,2,7,7,0,2,1,4,6,2,0
558,e,5,2,8,1,3,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,1
559,e,5,3,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,3
560,e,0,2,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,3,1
561,e,5,2,9,1,0,1,1,0,10,0,1,2,2,7,7,0,2,1,4,6,2,0
562,e,5,2,9,1,0,1,1,0,5,0,1,2,2,7,7,0,2,1,4,6,2,0
563,e,5,0,8,0,5,1,1,1,5,0,3,0,2,7,7,0,2,1,0,2,3,1
564,e,0,2,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,3,3,3
565,p,5,3,8,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,2,2,1
566,e,5,3,9,1,0,1,0,1,2,1,2,2,2,7,7,0,2,1,4,3,4,1
567,e,2,2,3,0,5,1,1,1,4,0,3,2,0,7,7,0,2,1,0,2,3,1
568,p,5,2,4,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,3,1
569,e,0,3,8,1,0,1,0,1,10,1,2,2,2,7,7,0,2,1,4,2,4,3
570,e,5,2,8,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,3
571,e,2,0,9,1,3,1,1,0,5,0,1,2,2,7,7,0,2,1,4,3,2,0
572,e,5,2,9,1,0,1,0,1,4,1,2,2,2,7,7,0,2,1,4,2,4,1
